sample,label,F0,F1,F2,F3,F4,F5,F6,F7
F0V1LPS3,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS4,P,V1,V0,V0,V0,9.0,0.0,0.0,0.0
F0V1LPS5,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS6,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS7,P,V1,V0,V9,V0,9.0,0.0,0.0,0.0
F0V1LPS8,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS9,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS10,P,V1,V0,V0,V0,0.0,-0.003,0.0,0.0
F0V1LPS11,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS12,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS13,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1LPS14,P,V1,V0,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS3,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS4,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS5,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS6,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS7,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS8,Q,V1,V1,V0,V0,7.0,0.0,0.0,0.0
F0V1F1V1LQS9,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS10,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS11,Q,V1,V1,V0,V0,0.0,-0.0062,0.0,0.0
F0V1F1V1LQS12,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS13,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1LQS14,Q,V1,V1,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS3,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS4,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS5,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS6,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS7,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS8,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS9,R,V1,V1,V1,V0,0.0,-0.006,0.0,0.0
F0V1F1V1F2V1LRS10,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS11,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS12,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS13,R,V1,V1,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V1LRS14,R,V1,V1,V1,V0,0.0,0.0,-0.0022,0.0
F0V1F1V1F2V2LSS3,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS4,S,V1,V1,V2,V0,0.0,0.0,0.0,5.0
F0V1F1V1F2V2LSS5,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS6,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS7,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS8,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS9,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS10,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS11,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS12,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS13,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS14,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS3,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS4,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS5,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS6,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS7,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS8,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS9,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS10,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS11,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS12,T,V1,V1,V3,V0,0.0,0.0,8.0,0.0
F0V1F1V1F2V3LTS13,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS14,T,V1,V1,V3,V0,0.0,4.0001,0.0,0.0
F0V1F1V1F3V1LVS3,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS4,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS5,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS6,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS7,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS8,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS9,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS10,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS11,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS12,V,V1,V1,V0,V1,6.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS13,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS14,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS3,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS4,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS5,P,V1,V1,V0,V2,0.0,0.0,7.0,0.0
F0V1F1V1F3V2LPS6,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS7,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS8,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS9,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS10,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS11,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS12,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS13,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS14,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS3,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS4,Q,V1,V1,V0,V3,0.0,0.0,6.0,0.0
F0V1F1V1F3V3LQS5,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS6,Q,V1,V1,V0,V3,0.0,-0.0035,0.0,0.0
F0V1F1V1F3V3LQS7,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS8,Q,V1,V1,V6,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS9,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS10,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS11,Q,V1,V1,V0,V3,0.0,-0.0052,-0.0036,0.0
F0V1F1V1F3V3LQS12,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS13,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS14,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS3,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS4,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS5,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS6,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS7,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS8,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS9,R,V1,V1,V7,V0,1.0,0.0,0.0,0.0058
F0V1F1V1F4V1LRS10,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS11,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS12,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS13,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS14,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS3,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS4,S,V1,V1,V6,V0,2.0,0.0,0.0,-0.0078
